#	J=1				J=2				J=3				J=4				J=5				J=6				J=7				J=8				J=9				J=10				J=11				J=12
17.50	0.06790486		17.50	0.06790893		17.50	0.06791503		17.50	0.06792317		17.50	0.06793335		17.50	0.06794556		17.50	0.06795981		17.50	0.06797609		17.50	0.06799441		17.50	0.06801476		17.50	0.06803715		17.50	0.06806157
18.00	0.06790526		18.00	0.06790911		18.00	0.06791488		18.00	0.06792258		18.00	0.06793219		18.00	0.06794374		18.00	0.06795720		18.00	0.06797259		18.00	0.06798991		18.00	0.06800914		18.00	0.06803030		18.00	0.06805339
18.50	0.06790560		18.50	0.06790924		18.50	0.06791471		18.50	0.06792199		18.50	0.06793110		18.50	0.06794202		18.50	0.06795477		18.50	0.06796934		18.50	0.06798573		18.50	0.06800394		18.50	0.06802398		18.50	0.06804583
19.00	0.06790586		19.00	0.06790932		19.00	0.06791450		19.00	0.06792140		19.00	0.06793004		19.00	0.06794039		19.00	0.06795248		19.00	0.06796629		19.00	0.06798183		19.00	0.06799910		19.00	0.06801809		19.00	0.06803881
19.50	0.06790609		19.50	0.06790937		19.50	0.06791429		19.50	0.06792084		19.50	0.06792904		19.50	0.06793887		19.50	0.06795035		19.50	0.06796346		19.50	0.06797821		19.50	0.06799460		19.50	0.06801263		19.50	0.06803230
20.00	0.06790627		20.00	0.06790939		20.00	0.06791406		20.00	0.06792029		20.00	0.06792808		20.00	0.06793743		20.00	0.06794834		20.00	0.06796081		20.00	0.06797483		20.00	0.06799041		20.00	0.06800755		20.00	0.06802625
21.00	0.06790654		21.00	0.06790936		21.00	0.06791360		21.00	0.06791926		21.00	0.06792632		21.00	0.06793480		21.00	0.06794470		21.00	0.06795600		21.00	0.06796872		21.00	0.06798286		21.00	0.06799840		21.00	0.06801536
22.00	0.06790672		22.00	0.06790930		22.00	0.06791316		22.00	0.06791831		22.00	0.06792475		22.00	0.06793248		22.00	0.06794149		22.00	0.06795180		22.00	0.06796339		22.00	0.06797626		22.00	0.06799043		22.00	0.06800588
23.00	0.06790685		23.00	0.06790921		23.00	0.06791274		23.00	0.06791745		23.00	0.06792334		23.00	0.06793041		23.00	0.06793866		23.00	0.06794809		23.00	0.06795869		23.00	0.06797047		23.00	0.06798343		23.00	0.06799757
24.00	0.06790694		24.00	0.06790911		24.00	0.06791235		24.00	0.06791668		24.00	0.06792209		24.00	0.06792858		24.00	0.06793616		24.00	0.06794481		24.00	0.06795455		24.00	0.06796537		24.00	0.06797728		24.00	0.06799026
25.00	0.06790700		25.00	0.06790899		25.00	0.06791198		25.00	0.06791597		25.00	0.06792096		25.00	0.06792694		25.00	0.06793392		25.00	0.06794190		25.00	0.06795088		25.00	0.06796085		25.00	0.06797182		25.00	0.06798379
